Adair Hall
Andrews Hall
Center for Archeological Research
Ceramics Studio (Old Power Plant)
Endocrinology Lab
Ewell Hall
ISC1 (Integrated Science)
ISC2 (Rogers Hall)
ITPIR
James Blair Hall
Jones Hall
Keck Environmental Field Lab
Law School
Matoaka Art Studio
McGlothlin-Street Hall
Miller Hall (Mason School of Business)
Millington Hall
Morton Hall
Phi Beta Kappa (PBK) Memorial Hall
Prince George House
School of Education
Small Hall
Tucker Hall
Tyler Hall
Washington Hall
Washington Office
Western Union Building
William & Mary Peninsula Center
Wren Building
